V_rf,V_dc,V_endcap,rod_spacing,rod_radius,rod_length,endcap_offset,depth_eV,offset_mm,P_est_mW,score
279.3413862641447,51.24296976873701,10.208471926985332,0.005702627434421156,0.0019299402086620987,0.04036859993199423,0.0010303673044942396,0.40029003760261617,10.000001249999922,5972.2075339451685,0.3563956214477141
266.8376578676683,53.046830709385276,9.9149235360401,0.005726822230642401,0.0018885719027178735,0.04055762931697885,0.0010680182116270614,0.4564002951466293,10.00000124999992,5454.298538490349,0.3847639281211487
272.9517016215856,50.49616238723479,9.806127802637018,0.005842366586914174,0.001907156558278399,0.040519257383790745,0.0011016812199626442,0.4795918030220605,10.000001249999922,5473.232601182735,0.389283345771271
265.48994079582747,49.41378026563973,9.67633519251654,0.006130503548850018,0.0018803431031669277,0.040702004844226425,0.0011580554207825749,0.6457203199139343,10.00000124999992,4745.286019975549,0.4542288651029822
267.3353565605223,49.39734671391173,9.69065258534874,0.0060722351688064485,0.0018866946594934802,0.040666013334405074,0.00106392771091612,0.6190370266275522,10.000001249999922,4895.598339259956,0.4418289147973853
266.4351992575238,50.24161370054553,9.787606633897589,0.006165364633495186,0.0018790930923784717,0.04005944249359727,0.0010995230934532905,0.6916616106221696,10.000001249999922,4577.226608174236,0.47217549393712854
257.88309303632286,49.67116303665111,9.726653420345905,0.006556472219234222,0.0018442863728856587,0.03971648725945577,0.0011342933091385747,0.9928804781757066,10.000001249999922,3727.12447156058,0.5889434686671692
264.52705264849396,49.815426097225526,9.882727676734177,0.006416914202226241,0.0017413638887338345,0.04056185682752412,0.0011297247517780044,1.028221832662652,10.00000124999992,4270.220712593343,0.5626736809696525
263.7785438097295,52.30449502722571,9.481174375545333,0.006610183824279791,0.0017973336139606778,0.04046706863677664,0.001127475115661547,1.188505816042884,10.000001249999922,3982.743127636902,0.6151956388294826
257.3595647012462,53.926563290071726,9.15839543411424,0.007158686382771572,0.00173381636202901,0.04055233200877839,0.0011643845986810649,1.8604959756748087,10.000001249999922,3246.179772348275,0.8214979692807741
254.77313912573857,50.88862476611803,9.099412851861498,0.006836751939540698,0.0017357261383702817,0.04044750547663673,0.0011890546162717677,1.4330434309831546,10.000001249999922,3469.908817207729,0.7066461142236027
263.8298621673779,48.468133555964855,9.15995819018427,0.007129679917290395,0.0017334242259294808,0.04022701213726864,0.0011859855390374341,1.598807905261694,10.000001249999922,3384.311538449845,0.7507717246615144
