V_rf,V_dc,V_endcap,rod_spacing,rod_radius,rod_length,endcap_offset,depth_eV,offset_mm,P_est_mW,score
300.0,50.0,10.0,0.005,0.002,0.04,0.001,0.11713844725044709,10.000001249999922,8797.300554501311,0.23970200641756934
315.0,50.0,10.0,0.005,0.002,0.04,0.001,0.11755534545773827,10.000001249999922,9699.023861337693,0.22922657665893761
300.0,52.5,10.0,0.005,0.002,0.04,0.001,0.12350294059194766,10.000001249999922,8797.300554501311,0.24111633827107898
300.0,50.0,10.5,0.005,0.002,0.04,0.001,0.1161964900167547,10.000001249999922,8797.300554501311,0.2394926825878832
300.0,50.0,10.0,0.00525,0.002,0.04,0.001,0.16775431154266585,10.000001249999922,7979.410933788036,0.2626012776287011
300.0,50.0,10.0,0.005,0.0021000000000000003,0.04,0.001,0.08048983671508836,10.000001249999922,8797.300554501311,0.23155787074395007
300.0,50.0,10.0,0.005,0.002,0.042,0.001,0.1168403630418382,10.000001249999922,9699.023861337693,0.22906769167764413
300.0,50.0,10.0,0.005,0.002,0.04,0.0010500000000000002,0.11758372875728185,10.000001249999922,8797.300554501311,0.23980095786352162
304.28571428571433,50.71428571428571,10.142857142857142,0.005071428571428573,0.002028571428571428,0.038,0.001014285714285714,0.2478823742076699,30.00000041666667,7939.56375043743,0.2143698161463758
301.07142857142856,50.17857142857143,10.035714285714285,0.005017857142857143,0.002007142857142857,0.041,0.0010035714285714285,0.12238783885726434,10.000001249999922,9242.663895072941,0.23539122089403394
285.3061224489795,50.76530612244899,10.153061224489793,0.005076530612244897,0.002030612244897959,0.04028571428571429,0.0010153061224489794,0.1296514263456885,10.000001249999922,7829.197464908248,0.2565384477487799
296.1078717201166,50.983965014577265,10.196793002915449,0.005098396501457727,0.0019107871720116616,0.04036734693877552,0.001019679300291545,0.16175755906203193,10.00000124999992,8394.987452957192,0.25506483268542224
293.61828404831317,51.03550603915036,10.207101207830071,0.005103550603915036,0.0019761141191170345,0.039186588921282815,0.0010207101207830073,0.1617285357699032,30.00000041666667,7762.886029304085,0.1980910846724589
299.2081424406497,50.39280508121617,10.078561016243231,0.005039280508121616,0.0019993856726364017,0.040546647230320705,0.0010078561016243232,0.10948759644605133,10.000001249999924,8852.105714447745,0.23729805597401143
295.48157017909205,50.821272386505626,10.164254477301125,0.005082127238650563,0.00198387130362349,0.03963994169096211,0.0010164254477301126,0.13486375841200982,10.00000124999992,8112.649039471656,0.25323403096242764
293.39873267091093,51.44872672100912,9.646888201344673,0.005144872672100912,0.001978648777295175,0.04008371511870056,0.001028974534420182,0.15941943153926275,10.00000124999992,7980.499687751695,0.26073198472139747
291.5126562911712,51.86264864129741,10.045999116014581,0.005186264864129742,0.0019725484279509388,0.04010763372404357,0.001037252972825948,0.16352679866740516,10.00000124999992,7762.229356932961,0.2651682644094736
287.2689844367568,52.79397296194611,10.06899867402187,0.005279397296194614,0.0019588226419264086,0.040161450586065364,0.001055879459238922,0.2094408346598442,10.000001249999922,7293.8111474197485,0.283644950444475
287.8752232731018,52.66092663042488,10.065713022877976,0.005266092663042488,0.001960783468501341,0.040153762462919386,0.000988932818322783,0.20670378662157418,10.000001249999922,7358.868110490817,0.2818246460112458
284.41100135113084,50.20690566768914,10.08448817227168,0.005342119138197487,0.0019495787452160091,0.04019769459518208,0.001035770766415007,0.21853396769934363,10.00000124999992,6995.115391516789,0.29152000977190445
276.61650202669625,49.0603585015337,10.126732258407522,0.005513178707296231,0.0019243681178240137,0.040296541892773124,0.0010536561496225106,0.2882369285279154,10.000001249999922,6243.3047209948,0.3242242412167671
283.5394116999257,51.382515028334396,9.909513061000961,0.005383149462017114,0.0019487065313640974,0.04074535296188025,0.0010299826620827224,0.24696336018843823,10.000001249999922,7034.56272558513,0.2970360009376747
279.32212158170375,51.333693832764794,9.794894551982491,0.0054482381879412045,0.0020326247656480513,0.04012594943495392,0.001029672627175912,0.2392069933681995,10.000001249999922,6463.623949772879,0.3078690879556475
288.4141563193334,51.71474921355471,9.73629299540606,0.005576306241638692,0.001913374698690351,0.04016193498779789,0.001038150520654744,0.35543343559445617,10.00000124999992,6590.162403427386,0.3307265441753939
289.96817325451036,52.189470759107564,9.527908880864196,0.0058261940563355905,0.0018547559255865471,0.04010004533883969,0.0010495727197576262,0.5420001535064571,10.000001249999922,6083.415038771748,0.3848258398664438
